Primary_Guest_Name,last_stay,frequency,monetary,avg_nights,n_special_req,cancel_rate,recency_days,R,F,M,RFM_Score,Tier
Guest_130896,2022-10-08,1,11262.22,3.0,0.0,0.0,450,2,3,4,9,At Risk
Guest_130903,2023-07-07,1,27107.43,7.0,0.0,0.0,178,4,3,5,12,Loyal
Guest_130917,2022-05-16,1,3339.03,1.0,1.0,0.0,595,1,3,1,5,At Risk
Guest_130918,2023-12-12,2,14072.35,2.0,0.5,0.0,20,5,5,4,14,VIP
Guest_130924,2023-07-10,2,16139.81,2.5,0.5,0.0,175,4,5,5,14,VIP
Guest_130928,2022-10-09,1,4232.59,1.0,1.0,0.0,449,2,3,2,7,At Risk
Guest_130930,2023-12-25,1,5598.8,1.0,1.0,0.0,7,5,3,2,10,Loyal
Guest_130944,2022-09-30,1,18460.85,5.0,2.0,0.0,458,2,3,5,10,At Risk
Guest_130948,2022-10-07,1,5014.6,1.0,2.0,0.0,451,2,3,2,7,At Risk
Guest_130955,2022-04-27,1,7080.17,2.0,1.0,0.0,614,1,3,3,7,At Risk
Guest_130978,2023-05-13,1,8463.21,2.0,1.0,0.0,233,4,3,3,10,Loyal
Guest_130989,2023-01-23,1,7338.06,2.0,4.0,0.0,343,3,3,3,9,Lapsed
Guest_130993,2022-07-18,1,20926.48,4.0,0.0,0.0,532,2,3,5,10,At Risk
Guest_130994,2023-06-06,1,3302.98,1.0,1.0,0.0,209,4,3,1,8,Loyal
Guest_131001,2023-04-04,1,5708.33,2.0,1.0,0.0,272,3,3,2,8,Lapsed
Guest_131008,2023-12-15,1,3706.89,1.0,1.0,0.5,17,5,3,1,9,Loyal
Guest_131013,2023-02-23,1,3510.53,1.0,1.0,0.5,312,3,3,1,7,Lapsed
Guest_131014,2023-02-16,1,5626.1,2.0,1.0,0.5,319,3,3,2,8,Lapsed
Guest_131017,2023-04-15,1,18249.06,5.0,2.0,0.0,261,4,3,5,12,Loyal
Guest_131020,2023-06-15,1,10151.27,3.0,0.0,0.0,200,4,3,4,11,Loyal
Guest_131048,2023-07-16,1,11230.83,3.0,0.0,0.0,169,4,3,4,11,Loyal
Guest_131053,2022-11-15,1,11903.88,3.0,2.0,0.0,412,3,3,4,10,Lapsed
Guest_131054,2023-07-12,1,5961.69,2.0,1.0,0.0,173,4,3,2,9,Loyal
Guest_131055,2023-09-01,1,4393.32,1.0,2.0,0.0,122,4,3,2,9,Loyal
Guest_131062,2023-10-17,1,6946.67,1.0,0.0,0.0,76,5,3,3,11,Loyal
Guest_131066,2023-08-27,1,18881.74,5.0,0.0,0.0,127,4,3,5,12,Loyal
Guest_131067,2023-10-09,1,5945.9,2.0,1.0,0.0,84,5,3,2,10,Loyal
Guest_131068,2023-07-08,1,27282.18,7.0,2.0,0.5,177,4,3,5,12,Loyal
Guest_131069,2023-12-19,1,2891.62,1.0,0.0,0.0,13,5,3,1,9,Loyal
Guest_131070,2022-11-04,1,13126.51,3.0,1.0,0.0,423,2,3,4,9,At Risk
Guest_131071,2023-02-24,1,3532.03,1.0,3.0,0.0,311,3,3,1,7,Lapsed
Guest_131098,2022-07-30,1,11922.59,3.0,3.0,0.0,520,2,3,4,9,At Risk
Guest_131100,2022-11-17,1,12774.05,4.0,2.0,0.0,410,3,3,4,10,Lapsed
Guest_131102,2022-03-11,1,4085.5,1.0,0.0,0.0,661,1,3,2,6,At Risk
Guest_131121,2023-05-14,1,14969.52,4.0,0.0,0.0,232,4,3,4,11,Loyal
Guest_131127,2023-01-02,1,13518.98,4.0,1.0,0.0,364,3,3,4,10,Lapsed
Guest_131132,2023-12-06,1,14361.45,4.0,0.0,0.0,26,5,3,4,12,Loyal
Guest_131137,2022-01-23,1,18848.66,4.0,3.0,0.0,708,1,3,5,9,At Risk
Guest_131149,2022-07-18,1,6102.52,2.0,3.0,0.0,532,2,3,2,7,At Risk
Guest_131184,2022-03-02,1,23284.6,6.0,3.0,0.0,670,1,3,5,9,At Risk
Guest_131185,2023-09-11,1,3767.97,1.0,0.0,0.0,112,5,3,1,9,Loyal
Guest_131186,2023-08-02,1,7664.81,2.0,0.0,0.0,152,4,3,3,10,Loyal
Guest_131203,2023-04-13,1,12060.35,3.0,0.0,0.0,263,4,3,4,11,Loyal
Guest_131212,2022-12-14,1,4311.19,1.0,4.0,0.0,383,3,3,2,8,Lapsed
Guest_131224,2023-04-23,1,20288.18,5.0,0.0,0.0,253,4,3,5,12,Loyal
Guest_131233,2022-06-28,1,6123.58,2.0,0.0,0.0,552,2,3,2,7,At Risk
Guest_131237,2023-07-23,1,18451.55,4.0,0.0,0.0,162,4,3,5,12,Loyal
Guest_131283,2023-12-15,2,7614.75,1.0,0.5,0.0,17,5,5,3,13,VIP
Guest_131286,2023-12-13,1,3247.47,1.0,0.0,0.0,19,5,3,1,9,Loyal
Guest_131294,2022-04-04,1,10272.6,3.0,0.0,0.0,637,1,3,4,8,At Risk
Guest_131295,2022-06-22,1,2881.05,1.0,1.0,0.0,558,2,3,1,6,At Risk
Guest_131308,2022-10-02,2,10972.59,1.5,0.0,0.0,456,2,5,4,11,At Risk
Guest_131316,2022-01-18,1,3304.99,1.0,1.0,0.0,713,1,3,1,5,At Risk
Guest_131322,2022-05-14,1,3789.69,1.0,0.0,0.0,597,1,3,1,5,At Risk
Guest_131326,2023-09-03,1,22006.42,3.0,1.0,0.0,120,4,3,5,12,Loyal
Guest_131329,2023-09-11,1,11785.38,2.0,4.0,0.0,112,5,3,4,12,Loyal
Guest_131352,2022-02-13,1,8827.91,2.0,0.0,0.0,687,1,3,3,7,At Risk
Guest_131358,2022-09-17,1,8305.56,2.0,2.0,0.0,471,2,3,3,8,At Risk
Guest_131363,2023-12-09,1,10232.16,2.0,2.0,0.0,23,5,3,4,12,Loyal
Guest_131366,2023-10-28,1,7504.6,2.0,2.0,0.0,65,5,3,3,11,Loyal
Guest_131371,2022-06-19,1,3456.2,1.0,2.0,0.0,561,1,3,1,5,At Risk
Guest_131376,2022-02-10,1,6455.64,2.0,1.0,0.0,690,1,3,2,6,At Risk
Guest_131383,2023-04-01,1,17535.39,4.0,2.0,0.0,275,3,3,5,11,Lapsed
Guest_131385,2023-03-14,1,13971.33,4.0,0.0,0.0,293,3,3,4,10,Lapsed
Guest_131402,2022-11-21,1,6745.47,2.0,0.0,0.0,406,3,3,2,8,Lapsed
Guest_131406,2023-02-26,1,7685.84,2.0,3.0,0.0,309,3,3,3,9,Lapsed
Guest_131421,2023-09-24,1,9416.44,2.0,0.0,0.0,99,5,3,3,11,Loyal
Guest_131426,2022-10-09,1,11668.17,3.0,1.0,0.5,449,2,3,4,9,At Risk
Guest_131428,2022-02-27,1,11053.36,3.0,2.0,0.0,673,1,3,4,8,At Risk
Guest_131439,2023-07-15,1,18011.28,5.0,0.0,0.0,170,4,3,5,12,Loyal
Guest_131453,2022-07-31,1,10393.19,3.0,0.0,0.0,519,2,3,4,9,At Risk
Guest_131456,2023-06-21,1,7141.55,2.0,0.0,0.0,194,4,3,3,10,Loyal
Guest_131464,2023-05-22,1,4565.55,1.0,1.0,0.0,224,4,3,2,9,Loyal
Guest_131466,2022-01-04,1,21341.71,5.0,0.0,0.0,727,1,3,5,9,At Risk
Guest_131468,2023-10-31,1,12052.99,4.0,2.0,0.0,62,5,3,4,12,Loyal
Guest_131479,2022-09-01,1,3491.26,1.0,3.0,0.0,487,2,3,1,6,At Risk
Guest_131488,2023-05-29,1,5859.46,2.0,1.0,0.0,217,4,3,2,9,Loyal
Guest_131498,2023-06-28,1,6197.07,2.0,0.0,0.0,187,4,3,2,9,Loyal
Guest_131500,2022-06-11,1,25300.13,4.0,1.0,0.5,569,1,3,5,9,At Risk
Guest_131501,2022-09-14,3,22282.96,2.0,0.6666666666666666,0.0,474,2,5,5,12,At Risk
Guest_131507,2022-10-03,1,7414.94,2.0,2.0,0.0,455,2,3,3,8,At Risk
Guest_131515,2022-09-10,1,11226.53,3.0,2.0,0.0,478,2,3,4,9,At Risk
Guest_131522,2023-12-15,1,32271.51,5.0,1.0,0.0,17,5,3,5,13,VIP
Guest_131537,2022-09-21,2,10182.55,1.5,2.0,0.0,467,2,5,4,11,At Risk
Guest_131542,2022-11-11,1,3694.81,1.0,1.0,0.0,416,3,3,1,7,Lapsed
Guest_131549,2023-03-09,1,6474.25,2.0,1.0,0.0,298,3,3,2,8,Lapsed
Guest_131555,2022-06-20,1,16955.03,6.0,1.0,0.0,560,1,3,5,9,At Risk
Guest_131567,2022-08-24,1,7159.62,2.0,2.0,0.0,495,2,3,3,8,At Risk
Guest_131596,2023-07-08,1,3844.77,1.0,0.0,0.0,177,4,3,1,8,Loyal
Guest_131599,2023-12-04,1,2993.7,1.0,2.0,0.0,28,5,3,1,9,Loyal
Guest_131607,2023-03-26,1,9234.98,2.0,0.0,0.0,281,3,3,3,9,Lapsed
Guest_131622,2022-02-01,1,18852.29,6.0,0.0,0.0,699,1,3,5,9,At Risk
Guest_131626,2023-10-09,1,21052.35,6.0,5.0,0.0,84,5,3,5,13,VIP
Guest_131630,2023-04-22,1,3778.06,1.0,1.0,0.0,254,4,3,1,8,Loyal
Guest_131633,2022-06-12,1,8404.03,2.0,1.0,0.0,568,1,3,3,7,At Risk
Guest_131637,2023-06-24,1,4947.79,1.0,3.0,0.0,191,4,3,2,9,Loyal
Guest_131638,2022-09-30,1,4570.22,1.0,1.0,0.0,458,2,3,2,7,At Risk
Guest_131657,2023-01-05,1,8601.33,2.0,1.0,0.0,361,3,3,3,9,Lapsed
Guest_131658,2023-07-21,1,15710.64,4.0,2.0,0.0,164,4,3,5,12,Loyal
Guest_131660,2022-02-14,1,5856.5,2.0,1.0,0.0,686,1,3,2,6,At Risk
Guest_131670,2022-05-12,1,22474.54,7.0,2.0,0.5,599,1,3,5,9,At Risk
Guest_131671,2022-10-31,1,6071.95,2.0,3.0,0.0,427,2,3,2,7,At Risk
Guest_131682,2022-09-18,1,18881.59,4.0,1.0,0.0,470,2,3,5,10,At Risk
Guest_131684,2022-02-14,2,13982.78,2.0,1.0,0.0,686,1,5,4,10,At Risk
Guest_131706,2023-06-14,1,6346.14,2.0,0.0,0.0,201,4,3,2,9,Loyal
Guest_131707,2023-08-04,1,7571.96,2.0,4.0,0.0,150,4,3,3,10,Loyal
Guest_131712,2023-10-13,1,3624.15,1.0,1.0,0.0,80,5,3,1,9,Loyal
Guest_131718,2023-04-14,1,8142.89,2.0,0.0,0.0,262,4,3,3,10,Loyal
Guest_131737,2023-02-12,1,8268.8,2.0,0.0,0.0,323,3,3,3,9,Lapsed
Guest_131738,2022-01-16,1,3334.91,1.0,1.0,0.0,715,1,3,1,5,At Risk
Guest_131744,2022-03-10,1,5335.81,2.0,2.0,0.5,662,1,3,2,6,At Risk
Guest_131750,2023-09-09,1,11844.0,2.0,1.0,0.0,114,5,3,4,12,Loyal
Guest_131753,2023-02-19,1,3419.51,1.0,0.0,0.0,316,3,3,1,7,Lapsed
Guest_131756,2022-07-20,2,47412.25,4.0,0.0,0.0,530,2,5,5,12,At Risk
Guest_131769,2022-10-27,1,6835.63,2.0,1.0,0.0,431,2,3,2,7,At Risk
Guest_131771,2022-09-14,1,8747.24,2.0,3.0,0.5,474,2,3,3,8,At Risk
Guest_131772,2022-11-17,2,9890.61,1.5,2.0,0.0,410,3,5,3,11,Lapsed
Guest_131778,2022-09-04,1,20175.18,5.0,2.0,0.0,484,2,3,5,10,At Risk
Guest_131782,2023-11-28,2,14864.67,2.0,2.0,0.0,34,5,5,4,14,VIP
Guest_131784,2023-12-30,1,6744.1,2.0,3.0,0.0,2,5,3,2,10,Loyal
Guest_131794,2022-07-10,1,3666.77,1.0,1.0,0.0,540,2,3,1,6,At Risk
Guest_131807,2023-08-19,1,3970.39,1.0,0.0,0.0,135,4,3,1,8,Loyal
Guest_131808,2022-03-12,1,12033.03,3.0,3.0,0.0,660,1,3,4,8,At Risk
Guest_131829,2023-07-19,1,7523.17,2.0,5.0,0.0,166,4,3,3,10,Loyal
Guest_131830,2022-04-13,1,12617.47,4.0,1.0,0.0,628,1,3,4,8,At Risk
Guest_131834,2022-04-27,1,4002.28,1.0,1.0,0.0,614,1,3,1,5,At Risk
Guest_131837,2022-02-14,1,5630.12,1.0,3.0,0.0,686,1,3,2,6,At Risk
Guest_131850,2022-05-23,1,12819.56,4.0,1.0,0.0,588,1,3,4,8,At Risk
Guest_131855,2022-12-11,1,30100.35,7.0,2.0,0.0,386,3,3,5,11,Lapsed
Guest_131861,2023-10-03,1,3536.06,1.0,0.0,0.0,90,5,3,1,9,Loyal
Guest_131870,2023-11-30,2,11880.23,2.0,2.0,0.0,32,5,5,4,14,VIP
Guest_131871,2023-03-31,2,8902.240000000002,1.0,2.5,0.0,276,3,5,3,11,Lapsed
Guest_131875,2023-09-30,1,4290.48,1.0,0.0,0.5,93,5,3,2,10,Loyal
Guest_131880,2022-08-05,1,3638.95,1.0,1.0,0.0,514,2,3,1,6,At Risk
Guest_131882,2022-02-07,1,9810.63,3.0,0.0,0.0,693,1,3,3,7,At Risk
Guest_131886,2022-09-26,1,3868.38,1.0,0.0,0.0,462,2,3,1,6,At Risk
Guest_131893,2022-10-18,1,12768.67,3.0,4.0,0.0,440,2,3,4,9,At Risk
Guest_131901,2022-09-15,1,3079.55,1.0,5.0,0.5,473,2,3,1,6,At Risk
Guest_131910,2023-03-18,1,13724.63,3.0,0.0,0.0,289,3,3,4,10,Lapsed
Guest_131916,2023-07-21,1,18394.43,5.0,3.0,0.0,164,4,3,5,12,Loyal
Guest_131918,2023-03-13,1,4285.13,1.0,1.0,0.0,294,3,3,2,8,Lapsed
Guest_131927,2023-07-19,2,13248.64,2.0,2.0,0.0,166,4,5,4,13,VIP
Guest_131932,2023-09-12,1,12533.34,3.0,1.0,0.0,111,5,3,4,12,Loyal
Guest_131935,2023-01-03,1,7554.53,2.0,0.0,0.0,363,3,3,3,9,Lapsed
Guest_131949,2022-09-25,1,9481.45,2.0,2.0,0.0,463,2,3,3,8,At Risk
Guest_131952,2022-11-29,1,23591.97,7.0,2.0,0.0,398,3,3,5,11,Lapsed
Guest_131955,2022-09-27,1,12508.17,3.0,5.0,0.0,461,2,3,4,9,At Risk
Guest_131957,2023-12-24,1,3831.83,1.0,1.0,0.0,8,5,3,1,9,Loyal
Guest_131963,2022-04-30,1,6900.5,2.0,2.0,0.0,611,1,3,2,6,At Risk
Guest_131964,2023-02-26,1,11897.79,3.0,3.0,0.0,309,3,3,4,10,Lapsed
Guest_131971,2023-11-08,2,14628.6,2.0,1.5,0.0,54,5,5,4,14,VIP
Guest_131985,2023-04-28,1,12823.37,3.0,5.0,0.0,248,4,3,4,11,Loyal
Guest_131987,2023-10-20,1,7380.17,2.0,0.0,0.0,73,5,3,3,11,Loyal
Guest_131997,2023-06-29,1,3448.41,1.0,3.0,0.0,186,4,3,1,8,Loyal
Guest_132002,2022-07-24,1,4527.53,1.0,1.0,0.0,526,2,3,2,7,At Risk
Guest_132016,2023-03-29,1,8869.56,3.0,0.0,0.0,278,3,3,3,9,Lapsed
Guest_132019,2022-09-06,1,6760.48,2.0,0.0,0.0,482,2,3,2,7,At Risk
Guest_132021,2022-07-19,1,5330.39,2.0,0.0,0.0,531,2,3,2,7,At Risk
Guest_132023,2022-07-20,1,12411.8,4.0,1.0,0.5,530,2,3,4,9,At Risk
Guest_132027,2022-06-19,1,13180.25,4.0,1.0,0.0,561,1,3,4,8,At Risk
Guest_132032,2023-09-25,1,8053.34,2.0,0.0,0.0,98,5,3,3,11,Loyal
Guest_132034,2023-10-06,1,11896.68,2.0,1.0,0.0,87,5,3,4,12,Loyal
Guest_132038,2023-09-12,1,6308.15,2.0,0.0,0.0,111,5,3,2,10,Loyal
Guest_132041,2023-08-23,1,7900.93,2.0,4.0,0.0,131,4,3,3,10,Loyal
Guest_132046,2022-07-07,1,6309.72,2.0,0.0,0.0,543,2,3,2,7,At Risk
Guest_132052,2022-04-13,1,11958.54,3.0,3.0,0.0,628,1,3,4,8,At Risk
Guest_132058,2022-12-16,1,11785.8,3.0,0.0,0.0,381,3,3,4,10,Lapsed
Guest_132060,2023-02-18,2,17833.47,2.0,1.0,0.0,317,3,5,5,13,VIP
Guest_132064,2023-10-29,1,8746.3,2.0,0.0,0.5,64,5,3,3,11,Loyal
Guest_132065,2022-05-24,1,16453.98,5.0,0.0,0.0,587,1,3,5,9,At Risk
Guest_132070,2023-06-18,1,6483.19,2.0,0.0,0.0,197,4,3,2,9,Loyal
Guest_132072,2022-10-31,1,10041.33,3.0,1.0,0.0,427,2,3,4,9,At Risk
Guest_132073,2022-04-14,1,3736.22,1.0,1.0,0.0,627,1,3,1,5,At Risk
Guest_132074,2023-12-25,1,11665.38,3.0,2.0,0.0,7,5,3,4,12,Loyal
Guest_132078,2022-12-10,1,11859.86,3.0,0.0,0.0,387,3,3,4,10,Lapsed
Guest_132087,2023-03-19,1,9543.0,3.0,1.0,0.0,288,3,3,3,9,Lapsed
Guest_132093,2022-10-21,1,6986.06,1.0,0.0,0.0,437,2,3,3,8,At Risk
Guest_132095,2023-02-11,1,3735.03,1.0,3.0,0.6666666666666666,324,3,3,1,7,Lapsed
Guest_132110,2023-05-22,2,10538.19,1.5,1.0,0.0,224,4,5,4,13,VIP
Guest_132125,2022-06-09,1,2757.5,1.0,3.0,0.0,571,1,3,1,5,At Risk
Guest_132131,2023-02-09,1,9306.33,3.0,2.0,0.0,326,3,3,3,9,Lapsed
Guest_132141,2023-01-17,1,7091.97,2.0,0.0,0.0,349,3,3,3,9,Lapsed
Guest_132151,2022-04-28,2,11330.29,1.5,1.5,0.0,613,1,5,4,10,At Risk
Guest_132152,2022-07-29,1,4070.44,1.0,0.0,0.0,521,2,3,2,7,At Risk
Guest_132160,2022-09-02,1,13592.91,3.0,3.0,0.0,486,2,3,4,9,At Risk
Guest_132164,2022-02-12,1,3492.19,1.0,5.0,0.0,688,1,3,1,5,At Risk
Guest_132165,2023-05-27,1,3521.71,1.0,1.0,0.0,219,4,3,1,8,Loyal
Guest_132168,2023-05-22,2,40666.34,4.0,0.5,0.0,224,4,5,5,14,VIP
Guest_132172,2022-10-16,1,20032.21,5.0,2.0,0.5,442,2,3,5,10,At Risk
Guest_132181,2022-09-05,1,3165.25,1.0,2.0,0.0,483,2,3,1,6,At Risk
Guest_132185,2022-02-01,1,3328.12,1.0,0.0,0.0,699,1,3,1,5,At Risk
Guest_132187,2022-04-05,1,14308.18,4.0,0.0,0.0,636,1,3,4,8,At Risk
Guest_132227,2022-04-06,1,6836.79,2.0,0.0,0.0,635,1,3,2,6,At Risk
Guest_132228,2022-12-12,1,16042.77,5.0,0.0,0.0,385,3,3,5,11,Lapsed
Guest_132257,2023-06-21,1,4960.35,2.0,0.0,0.0,194,4,3,2,9,Loyal
Guest_132269,2023-07-20,1,26215.5,5.0,0.0,0.0,165,4,3,5,12,Loyal
Guest_132279,2023-03-22,1,11067.34,3.0,1.0,0.0,285,3,3,4,10,Lapsed
Guest_132285,2023-11-20,1,9652.68,2.0,0.0,0.0,42,5,3,3,11,Loyal
Guest_132288,2022-12-22,1,22015.06,6.0,2.0,0.0,375,3,3,5,11,Lapsed
Guest_132309,2023-10-20,1,12116.54,2.0,2.0,0.0,73,5,3,4,12,Loyal
Guest_132316,2022-11-12,1,16659.78,4.0,3.0,0.0,415,3,3,5,11,Lapsed
Guest_132329,2023-12-04,1,18041.86,5.0,1.0,0.0,28,5,3,5,13,VIP
Guest_132340,2023-02-07,1,3143.3,1.0,2.0,0.0,328,3,3,1,7,Lapsed
Guest_132343,2023-11-19,1,12205.37,3.0,0.0,0.0,43,5,3,4,12,Loyal
Guest_132355,2023-10-18,2,10499.5,1.5,0.0,0.0,75,5,5,4,14,VIP
Guest_132370,2022-05-06,1,3193.52,1.0,1.0,0.0,605,1,3,1,5,At Risk
Guest_132371,2023-02-24,1,17751.87,4.0,0.0,0.0,311,3,3,5,11,Lapsed
Guest_132377,2023-07-20,1,8501.65,2.0,4.0,0.0,165,4,3,3,10,Loyal
Guest_132389,2023-03-27,1,7073.83,2.0,0.0,0.0,280,3,3,3,9,Lapsed
Guest_132394,2022-10-14,1,5095.2,1.0,3.0,0.5,444,2,3,2,7,At Risk
Guest_132399,2022-06-04,1,11571.62,4.0,0.0,0.0,576,1,3,4,8,At Risk
Guest_132404,2022-08-12,1,4177.23,1.0,1.0,0.0,507,2,3,2,7,At Risk
Guest_132424,2023-09-28,1,3330.06,1.0,4.0,0.0,95,5,3,1,9,Loyal
Guest_132430,2022-01-15,1,14738.08,4.0,2.0,0.0,716,1,3,4,8,At Risk
Guest_132432,2023-09-16,1,4838.27,1.0,1.0,0.0,107,5,3,2,10,Loyal
Guest_132433,2022-01-04,1,15456.13,3.0,1.0,0.0,727,1,3,5,9,At Risk
Guest_132440,2023-08-08,1,7676.21,2.0,2.0,0.0,146,4,3,3,10,Loyal
Guest_132450,2022-11-06,1,15797.02,4.0,2.0,0.0,421,2,3,5,10,At Risk
Guest_132454,2023-04-07,1,4345.17,1.0,0.0,0.0,269,4,3,2,9,Loyal
Guest_132459,2023-02-12,1,32806.2,5.0,1.0,0.0,323,3,3,5,11,Lapsed
Guest_132463,2022-03-08,1,5219.21,1.0,0.0,0.0,664,1,3,2,6,At Risk
Guest_132467,2023-09-04,2,20784.04,3.0,1.5,0.0,119,5,5,5,15,VIP
Guest_132474,2022-07-29,1,13178.56,3.0,3.0,0.0,521,2,3,4,9,At Risk
Guest_132476,2023-09-01,1,13196.58,2.0,3.0,0.5,122,4,3,4,11,Loyal
Guest_132478,2023-04-07,1,6325.02,1.0,3.0,0.0,269,4,3,2,9,Loyal
Guest_132485,2022-07-13,1,4700.01,1.0,3.0,0.0,537,2,3,2,7,At Risk
Guest_132489,2022-11-25,2,11485.060000000001,1.5,2.5,0.0,402,3,5,4,12,Lapsed
Guest_132496,2022-06-06,1,8148.74,3.0,1.0,0.0,574,1,3,3,7,At Risk
Guest_132499,2023-04-26,1,7182.94,2.0,2.0,0.0,250,4,3,3,10,Loyal
Guest_132527,2023-11-29,1,3691.27,1.0,1.0,0.0,33,5,3,1,9,Loyal
Guest_132544,2022-10-12,1,6347.64,2.0,0.0,0.0,446,2,3,2,7,At Risk
Guest_132550,2023-11-25,1,19933.14,5.0,0.0,0.0,37,5,3,5,13,VIP
Guest_132553,2023-10-08,2,45213.1,5.5,1.5,0.0,85,5,5,5,15,VIP
Guest_132554,2023-12-26,1,14914.41,4.0,0.0,0.0,6,5,3,4,12,Loyal
Guest_132566,2022-04-02,1,8396.66,2.0,1.0,0.0,639,1,3,3,7,At Risk
Guest_132570,2023-12-18,1,26053.42,7.0,1.0,0.0,14,5,3,5,13,VIP
Guest_132581,2022-10-11,1,3401.89,1.0,1.0,0.0,447,2,3,1,6,At Risk
Guest_132582,2023-10-20,1,4596.74,1.0,0.0,0.6666666666666666,73,5,3,2,10,Loyal
Guest_132583,2023-09-06,1,11093.61,3.0,1.0,0.0,117,5,3,4,12,Loyal
Guest_132591,2022-03-05,1,4353.59,1.0,2.0,0.0,667,1,3,2,6,At Risk
Guest_132593,2022-10-21,1,7133.86,2.0,3.0,0.0,437,2,3,3,8,At Risk
Guest_132595,2022-12-16,1,3454.94,1.0,1.0,0.0,381,3,3,1,7,Lapsed
Guest_132598,2023-06-12,1,12643.95,4.0,1.0,0.0,203,4,3,4,11,Loyal
Guest_132599,2022-01-22,1,3820.35,1.0,1.0,0.0,709,1,3,1,5,At Risk
Guest_132603,2022-09-21,1,9972.31,3.0,1.0,0.0,467,2,3,4,9,At Risk
Guest_132616,2023-04-23,1,13294.71,3.0,2.0,0.0,253,4,3,4,11,Loyal
Guest_132617,2022-08-07,1,4016.32,1.0,2.0,0.0,512,2,3,2,7,At Risk
Guest_132618,2022-06-11,1,8246.09,2.0,3.0,0.0,569,1,3,3,7,At Risk
Guest_132625,2023-12-03,1,3844.24,1.0,5.0,0.0,29,5,3,1,9,Loyal
Guest_132633,2023-10-30,1,2766.13,1.0,1.0,0.0,63,5,3,1,9,Loyal
Guest_132639,2023-05-16,1,5616.31,2.0,5.0,0.0,230,4,3,2,9,Loyal
Guest_132646,2023-01-11,1,16845.64,5.0,0.0,0.0,355,3,3,5,11,Lapsed
Guest_132647,2023-05-12,1,13888.8,3.0,3.0,0.0,234,4,3,4,11,Loyal
Guest_132650,2023-11-01,2,23315.45,3.5,1.0,0.0,61,5,5,5,15,VIP
Guest_132658,2023-02-27,1,10934.48,3.0,1.0,0.0,308,3,3,4,10,Lapsed
Guest_132667,2022-01-13,1,13634.84,4.0,1.0,0.0,718,1,3,4,8,At Risk
Guest_132668,2023-01-05,1,2759.85,1.0,4.0,0.0,361,3,3,1,7,Lapsed
Guest_132669,2023-05-28,1,26924.28,7.0,0.0,0.0,218,4,3,5,12,Loyal
Guest_132680,2023-05-24,2,9791.130000000001,1.5,2.0,0.0,222,4,5,3,12,Loyal
Guest_132683,2022-04-26,1,3610.48,1.0,0.0,0.0,615,1,3,1,5,At Risk
Guest_132699,2023-05-15,1,6865.94,2.0,0.0,0.0,231,4,3,2,9,Loyal
Guest_132700,2022-08-27,1,3682.63,1.0,1.0,0.0,492,2,3,1,6,At Risk
Guest_132701,2023-02-07,1,20312.14,6.0,4.0,0.0,328,3,3,5,11,Lapsed
Guest_132705,2023-09-07,1,3516.49,1.0,1.0,0.0,116,5,3,1,9,Loyal
Guest_132706,2022-10-22,1,14420.09,4.0,1.0,0.0,436,2,3,4,9,At Risk
Guest_132709,2023-04-14,1,22352.23,5.0,0.0,0.0,262,4,3,5,12,Loyal
Guest_132715,2023-07-23,1,17328.16,3.0,2.0,0.0,162,4,3,5,12,Loyal
Guest_132725,2023-04-07,1,16254.38,4.0,0.0,0.0,269,4,3,5,12,Loyal
Guest_132741,2022-04-29,1,22250.2,5.0,0.0,0.0,612,1,3,5,9,At Risk
Guest_132757,2023-10-14,1,9586.6,2.0,2.0,0.0,79,5,3,3,11,Loyal
Guest_132761,2022-10-21,1,3794.32,1.0,1.0,0.0,437,2,3,1,6,At Risk
Guest_132787,2023-01-13,1,18734.3,5.0,1.0,0.0,353,3,3,5,11,Lapsed
Guest_132789,2023-05-08,2,15994.59,2.0,1.0,0.0,238,4,5,5,14,VIP
Guest_132794,2023-11-18,1,11946.39,2.0,1.0,0.0,44,5,3,4,12,Loyal
Guest_132805,2023-04-24,2,27119.48,3.5,1.0,0.0,252,4,5,5,14,VIP
Guest_132819,2023-10-31,2,9325.650000000001,1.0,2.0,0.0,62,5,5,3,13,VIP
Guest_132824,2023-06-16,1,8225.24,2.0,0.0,0.0,199,4,3,3,10,Loyal
Guest_132835,2022-11-24,2,19093.83,3.0,0.5,0.0,403,3,5,5,13,VIP
Guest_132840,2022-01-01,1,3472.66,1.0,0.0,0.0,730,1,3,1,5,At Risk
Guest_132843,2023-09-17,1,5241.14,1.0,5.0,0.0,106,5,3,2,10,Loyal
Guest_132851,2023-12-03,1,8519.73,2.0,3.0,0.0,29,5,3,3,11,Loyal
Guest_132854,2023-07-01,1,4348.81,1.0,0.0,0.0,184,4,3,2,9,Loyal
Guest_132856,2022-11-27,1,7139.6,2.0,1.0,0.0,400,3,3,3,9,Lapsed
Guest_132859,2023-09-26,2,47976.78,5.0,1.5,0.0,97,5,5,5,15,VIP
Guest_132860,2023-12-06,1,3812.5,1.0,4.0,0.0,26,5,3,1,9,Loyal
Guest_132861,2023-07-09,1,7711.63,2.0,1.0,0.0,176,4,3,3,10,Loyal
Guest_132865,2023-09-04,1,16571.97,4.0,4.0,0.0,119,5,3,5,13,VIP
Guest_132875,2023-06-22,1,16626.02,6.0,2.0,0.0,193,4,3,5,12,Loyal
Guest_132878,2022-09-17,1,4737.41,1.0,1.0,0.0,471,2,3,2,7,At Risk
